Greg,Levine,14.10.2013,United States
Aleksi,Ojanen,29.12.2013,Finland
Ian,Sandoval,25.2.2010,United States
Igor,Sinitsyn,21.3.2009,Russia
Charlie,McGing,4.4.2014,United States
Jay,Haskins,3.10.2011,United States
Martin,Strandell,2.7.2009,Sweden
Evan,Keats,20.3.2014,Canada
Garrett,Saban,25.2.2010,Canada
Thomas,Reed,9.4.2010,Canada
Parker,Maheux,18.4.2012,Canada
Mike,Rubin,20.2.2013,Switzerland
Antoine,McLaughlin,24.11.2010,Canada
Eddie,Montpetit,28.3.2011,Canada
Nolan,Leer,11.10.2011,Canada
Cameron,Langdon,9.12.2009,Canada
Dan,Regnier,4.5.2013,Canada
Blake,Mosey,30.8.2012,United States
Jake,Arsenault,9.9.2010,Canada
Jake,Dionne,29.3.2012,Canada
Daniel,Halvordsson,25.5.2013,Sweden
Petr,Koci,3.10.2009,Czechia
Kevin,Harand,12.12.2008,Austria
Reilly,Davenport,6.9.2010,United States
Maxim,Müller,26.11.2013,Germany
Scott,Guy,9.7.2013,Canada
William,Elbrecht,15.11.2012,United States
Andrei,Tikhonov,8.6.2013,Russia
Jack,Nazarian,20.9.2008,United States
Thomas,Kallio,15.1.2010,Finland
Derek,Schoen,15.6.2011,United States
Alec,Fenton,10.4.2011,United States
Cameron,Senez-Allaire,20.7.2009,Canada
Joni,Kangasniemi,22.12.2012,Finland
Andrew,Samec,25.4.2010,United States
Dmitry,Burmistrov,15.3.2014,Russia
Gilles,Elynuik,4.10.2010,Canada
Justin,Martin,19.1.2010,Canada
Ville,Lyytinen,15.4.2011,Finland
Owen,Lamoureux,21.7.2009,Canada
Linus,Blomberg,29.11.2013,Sweden
Urho,Hakala,25.1.2014,Finland
Vitalijs,Oss,6.1.2010,Latvia
Alex,Nantel,24.11.2011,Canada
Makar,Timofeyev,26.3.2009,Russia
Jonathan,Thiam,20.8.2010,Canada
Niklas,Dackell,20.11.2010,Sweden
Ryan,Haider,6.2.2013,United States
Erick,Heck,8.6.2011,Canada
Thierry,Berger,3.1.2014,Canada
Jörg,Weis,9.12.2008,Germany
David,Rioux,21.4.2012,Canada
Denis,Gauthier,13.10.2010,Canada
Patrice,Gignac,18.12.2012,Canada
Dylan,Tremblay,27.9.2011,Canada
Mark,Dorofeyev,9.6.2013,Russia
Anders,Olausson,18.3.2011,Sweden
Steven,Katic,28.6.2011,Canada
Stephon,Van Oekel,21.12.2009,United States
Chad,Ranford,24.10.2011,Canada
Brandon,Sceviour,29.7.2013,Canada
Benjamin,Tousart,24.5.2010,Canada
Zack,Wiercioch,8.11.2009,Canada
Dawson,Craggs,17.5.2012,United States
Kirill,Petrakov,30.7.2010,Russia
Rhett,Moriarty,6.8.2012,United States
Austin,Montoya,13.12.2011,United States
Reid,Blankenburg,20.6.2010,United States
Matus,Balaz,20.7.2014,Slovakia
Lucas,Gaudreau,5.9.2009,Canada
Julien,Martin,15.4.2013,Canada
Taz,Boomhower,16.1.2012,Canada
Noel,Azevedo,30.5.2012,Canada
Henry,Simonson,17.9.2009,United States
Robby,Hartje,2.10.2013,United States
Dario,Kobel,28.8.2012,Switzerland
Joel,Nyffeler,2.3.2012,Switzerland
Alden,Corbett,29.7.2012,Canada
Joe,Conway,26.7.2010,United States
Ethan,Dubeau,2.1.2014,Canada
Daniel,Englbrecht,5.2.2012,Germany
Tomas,Stenberg,10.8.2009,Sweden
Owen,Chiarlitti,6.10.2010,Canada
Simon,Berger,18.10.2008,Canada
Kevin,Easterson,13.10.2010,United States
Matej,Sedlacek,13.5.2012,Czechia
Drew,Ronan,7.6.2009,United States
Will,Hough,2.3.2013,United States
Ryan,Mucci,2.2.2009,Canada
Chris,Holway,29.12.2012,United States
Jake,Thang,25.6.2013,United States
Kevin,Talbot,6.3.2009,Canada
Erik,Kvist,31.1.2012,Sweden
Roger,Westling,31.8.2012,Sweden
Keenan,Drackett,21.5.2011,Canada
Claudio,Di Napoli,19.8.2009,Italy
Arttu,Pokka,10.5.2010,Finland
Etienne,Helgesen,25.2.2014,Canada
Roman,Lukoshin,21.7.2014,Russia
Brad,Egert,27.9.2008,Canada
Leonid,Groshev,31.5.2011,Russia
Robby,Sherwood,14.3.2012,United States
Kaeden,DiPaolo,26.9.2010,Canada
Chase,Pompeo,21.1.2009,United States
Greg,Varone,14.7.2010,Canada
Luca,Singh,24.8.2013,Canada
Mattias,Jakobsson,16.12.2012,Sweden
Sergei,Zvyagin,31.7.2012,Russia
Tristan,Dubois-Tiberghen,6.12.2010,Canada
William,Frisk,19.11.2011,Sweden
Jesper,Svanberg,11.5.2012,Sweden
Andrey,Melnikov,30.5.2011,Russia
Jouni,Pulli,22.10.2011,Finland
Karel,Hanousek,9.12.2010,Czechia
Vaclav,Galvas,27.5.2009,Czechia
Mikael,Breton,1.6.2012,Canada
Ondrej,Ricka,3.1.2012,Czechia
Darren,Liambas,15.3.2014,Canada
John,Kupka,22.7.2011,Canada
Mamadou,Henry,12.4.2013,Canada
Jon,Agnew,18.5.2014,Canada
Hampus,Lundberg,4.5.2014,Sweden
Tyler,McGinnis,22.8.2010,United States
Ilya,Sapego,13.2.2012,Belarus
Vern,Calvert,26.12.2012,Canada
Laurent,Castleman,15.5.2013,Canada
Max,Kleiboer,18.4.2014,Canada
Jacob,Warsofsky,7.11.2010,United States
Nolan,Scarbrough,21.1.2012,United States
Nick,Lara,29.1.2011,United States
Lukás,Demo,28.5.2013,Slovakia
Andy,Fleury,28.1.2014,Canada
Sergey,Melnikov,11.4.2011,Russia
Mikkel,Barslund,5.9.2014,Denmark
Simon,Grenier,11.4.2013,Canada
Connor,Scheidl,24.6.2009,Canada
Saku,Hakala,10.5.2012,Finland
Mark,Villeneuve,23.9.2012,Canada
Raphael,Engel,9.7.2013,Germany
Frantisek,Patera,28.2.2009,Czechia
Samuel,Pothier,26.10.2010,Canada
Samu,Valla,22.7.2013,Finland
Juuso,Haapala,1.2.2012,Finland
Fred,Garlent,16.6.2014,Canada
Fredrik,Martinsson,26.8.2013,Sweden
Zac,Danchenko,19.8.2011,United States
Luis,Alvarez,20.10.2012,United States
Michael,Jacobson,10.8.2011,Canada
Jordan,Belcourt,9.5.2011,Canada
Alex,Di Brina,17.6.2013,Canada
Dylan,Chamberland,10.5.2013,Canada
Kevin,Gagnon,12.5.2011,Canada
Louis-Philippe,Latendresse,30.8.2013,Canada
Martin,Simak,19.11.2009,Czechia
Tristan,Pouliot,30.4.2010,Canada
Jake,Skille,13.10.2010,United States
Brady,Stoflet,24.5.2010,United States
Alexander,Sundgren,19.12.2009,Sweden
Jacob,Lerario,17.5.2013,United States
Jack,Evancho,1.6.2014,United States
Andreas,Nygren,9.5.2010,Sweden
Dmitri,Kozlovsky,1.1.2010,Russia
Christian,Kleiven,3.11.2013,Norway
Quinn,Lavalle,6.2.2014,United States
Zan,Kotnik,15.1.2013,Slovenia
Anders,Olsson,17.11.2008,Sweden
Kyle,Ebbing,10.4.2010,United States
Nikita,Vlasov,5.7.2009,Russia
David,Babka,7.4.2014,Slovakia
Markus,Klemetti,3.11.2009,Finland
Jordan,Freadrich,5.8.2009,Canada
Clayton,Gropp,15.7.2009,Canada
Kevin,Albert,5.11.2009,Canada
Alec,Kallen,9.7.2013,United States
Logan,Gare,11.2.2014,Canada
Ronald,Vargas,4.4.2013,United States
Mathieu,Hodges,17.7.2010,Canada
Olivier,Charlot,29.5.2010,France
Liam,Bernier,30.7.2009,Canada
Atte,Salmela,23.12.2013,Finland
Kevin,Petrovek,7.2.2014,United States
Nikita,Savelyev,8.11.2012,Russia
Jason,Antonietti,16.5.2013,Switzerland
Jason,Draper,7.1.2012,Canada
Frank,Lappin,18.12.2013,United States
Pasi,Salminen,24.7.2009,Finland
Sam,Eneroth,23.5.2009,Sweden
Aleksandr,Seliverstov,28.12.2008,Kazakhstan
Mike,Kirkup,13.3.2009,Canada
Christoph,Brucker,27.11.2010,Austria
Aleksandrs,Slampe,29.8.2013,Latvia
Daisuke,Yamashita,25.5.2012,Japan
Jamie,Roach,27.5.2011,Canada
Danil,Leontyev,25.2.2012,Russia
Stéphane,Gerber,13.5.2009,Switzerland
Stanislav,Balaz,19.10.2010,Slovakia
Leonid,Yachmenyov,29.4.2010,Russia
Mattias,Pode,8.2.2011,Sweden
Sven,Kienle,9.5.2012,Germany
Toni,Kallio,22.10.2010,Finland
Patrick,Irvine,22.4.2013,United States
Gabriel,Hermansson,3.10.2013,Sweden
Joel,Palmberg,25.10.2008,Sweden
Javi,Lambea,21.4.2009,Spain
Reece,Margetts,21.10.2010,New Zealand
Kyung-Ho,Ahn,25.6.2013,South Korea
Rodolphe,Goncalves,7.12.2010,France
Adam,Hanowski,17.11.2008,United States
David,Ladd,16.11.2009,Canada
Alexandr,Solovyov,9.8.2010,Russia
Eetu,Puistola,25.2.2009,Finland
Christian,Søndergaard,6.10.2013,Denmark
Henry,Debenedet,11.11.2009,United States
Cédric,Schmutz,13.12.2011,Switzerland
Ondrej,Kuchta,1.9.2011,Czechia
Peter,Bencik,18.7.2009,Slovakia
Kim,Blixt,5.6.2014,Sweden
Aleksei,Alexandrov,15.6.2011,Ukraine
Jonathan,Holzapfel,17.9.2013,Canada
Robin,Engqvist,27.11.2011,Sweden
Vadims,Tarasovs,30.10.2010,Latvia
Peter,Mikkelsen,8.11.2010,Denmark
Dong,Jiang,23.10.2008,China
Adam,Kent,14.9.2010,United States
Jakob,Carciola,10.10.2013,Germany
Marcel,Zadrazil,5.1.2012,Czechia
Jussi,Hovi,20.11.2008,Finland
Renars,Lacis,13.9.2013,Latvia
Lucas,Bourcier,27.6.2012,Canada
Sander,Eide,10.7.2014,Norway
Veli-Matti,Manninen,13.3.2009,Finland
Ilya,Malyavko,30.10.2010,Belarus
Jaakko,Laakso,3.2.2011,Finland
Paul,Levine,16.7.2013,United States
Erwin,Vos,27.10.2009,Netherlands
Vladimir,Dyomin,10.8.2009,Russia
Anthony,Tardif,13.5.2009,Canada
Leonid,Petrov,20.2.2012,Belarus
Andrej,Kristic,30.1.2012,Croatia
Birkir,Guðmundsson,14.1.2013,Iceland
Victor,Marinaccio,7.8.2009,Canada
Alexander,Safin,24.6.2013,Russia
Luca,Favasuli,31.7.2014,Italy
Joshua,Storey,29.6.2010,Canada
Frank,Buyens,8.10.2010,Belgium
Vladislav,Menshchikov,17.7.2009,Russia
Mike,Dufour,21.7.2013,Canada
Ladislav,Kverka,26.12.2008,Czechia
Matej,Kondic,12.11.2010,Slovenia
Sebastián,Smolka,23.2.2009,Slovakia
Jagger,Doyle,10.8.2009,Canada
Rodrigue,Rosier,24.3.2011,France
Radek,Cermak,5.9.2013,Czechia
Andy,Gray,7.9.2014,Great Britain
Marek,Rehak,7.5.2009,Czechia
Fabian,Zuffi,1.11.2012,Switzerland
Edvardas,Kazlauskas,7.3.2009,Lithuania
Colin,Brey,6.6.2014,United States
Péter,Sebok,2.3.2013,Hungary
Jonathan,McNeely,5.7.2011,Canada
Amel,Pavic,31.3.2014,Slovenia
Alain,Labelle,18.1.2013,Canada
Kristjan,Valtna,17.9.2010,Estonia
Jon,Rowney,21.4.2011,Canada
Bruno,Gagnon,25.9.2012,Canada
Jacob,Lovell,20.8.2014,United States
Brandon,Skille,23.1.2014,United States
Maxim,Osipov,12.11.2011,Russia
Florian,Barth,3.2.2011,Germany
Ivan,Milosevic,15.5.2009,Serbia
Patricio,Del Olmo,10.11.2012,Mexico
Dennis,Hallin,1.6.2013,Sweden
Mattias,Lindblom,15.10.2009,Sweden
Martin,Sevcík,22.6.2010,Slovakia
Miguel,Carvalho,24.1.2010,Canada
Jonathan,Davis,24.10.2009,Canada
Antti,Pehkonen,3.4.2010,Finland
Jason,Reitmeier,18.10.2012,Canada
Mike,Prosser,17.1.2011,United States
Niklas,Simonsson,11.5.2011,Sweden
Jens,Lutz,18.4.2014,Germany
Joel,Evertsson,19.8.2010,Sweden
Martin,Høegh,16.7.2013,Denmark
Jesse,Uotila,3.5.2010,Finland
Jakub,Stohanzl,15.11.2011,Czechia
Gabriel,Aued,25.12.2010,Canada
Brady,Heidt,12.3.2011,Canada
Massimiliano,Sim,22.7.2014,Australia
Jack,Kolomatis,29.9.2009,United States
Tobias,Stenberg,4.11.2009,Sweden
Vladislav,Malenkikh,4.1.2014,Russia
Carlo,Mersca,15.1.2014,Romania
Andrei,Gavrilov,6.12.2008,Russia
Matt,Hair,27.7.2012,Canada
Alexander,Moldskred,20.8.2012,Norway
Isak,Røed,11.10.2012,Norway
Arkadiusz,Ostrowski,13.10.2010,Poland
Benoit,Aeschlimann,17.6.2009,Switzerland
German,Khokhlov,27.2.2013,Russia
Tuomo,Mustonen,4.7.2011,Finland
Johannes,Kautto,6.10.2013,Finland
Simo,Haapanen,4.6.2011,Finland
Steven,Merchant,2.10.2012,United States
Pyotr,Solovyov,19.1.2013,Russia
Ondrej,Berger,28.3.2010,Czechia
Jonathan,Myllymaa,16.4.2009,Finland
Tonny,Jørgensen,10.10.2008,Denmark
Massimo,Wüthrich,12.9.2011,Switzerland
Miroslav,Petrík,16.4.2012,Slovakia
Daniel,Ibrahimovic,11.6.2010,Sweden
Dan,Lesueur,27.11.2008,United States
Christian,Lenz,23.8.2010,Germany
Toni,Suomela,10.2.2009,Finland
Niki,Basic,20.5.2012,Slovenia
Tomas,Ricka,18.11.2012,Czechia
Niklavs,Kalnins,26.4.2014,Latvia
Patrice,Boyd,7.6.2014,Canada
Colby,Anning,23.2.2010,Canada
Nikolay,Bylina,17.7.2013,Belarus
Christian,Lakos,4.7.2012,Austria
Guillaume,Dabo,23.1.2014,France
Alexei,Golovanov,17.7.2009,Russia
Alessandro,Todaro,8.6.2013,Italy
Erlend,Fjellstad,15.4.2010,Norway
Collin,Wynne,17.5.2010,United States
John,Mingoia,20.8.2011,United States
Patrice,Cardinal,6.12.2013,Canada
Hampus,Novakovic,9.5.2009,Sweden
Liam,Kelleher,14.8.2011,United States
Jake,Pochiro,25.8.2009,United States
Jacob,Clurman,4.4.2013,United States
Damien,Leroy,13.10.2008,Canada
Phil,Yetman,19.12.2008,Canada
Antonio,Rau,3.7.2012,United States
Stefan,Tewelde,25.6.2012,Germany
George,Kitchen,11.7.2011,Canada
Luca,Frei,10.11.2008,Switzerland
Jonathan,Hanas,7.7.2010,Canada
Coy,Hislop,19.2.2010,Canada
Shawn,Hermann,10.12.2011,Germany
Petteri,Lintulaakso,24.9.2010,Finland
Vladimir,Klimov,13.8.2013,Russia
Nolan,Pow,23.12.2012,Canada
Adam,Malmborg,16.7.2013,Sweden
Peiman,Borg,26.11.2013,Sweden
Nolan,Legault,3.11.2008,Canada
Miguel,Steiner,6.2.2011,Switzerland
James,Wydo,7.1.2014,United States
Gabriel,Malinauskas,6.8.2011,Canada
Teemu,Peltola,15.1.2011,Finland
Nick,Underwood,7.6.2014,United States
Mathieu,Sherman,16.1.2012,Canada
Kent,Gates,18.8.2011,United States
Patrick,Tardif,29.9.2009,Canada
Logan,Guy,11.2.2011,Canada
Aarne,Saarinen,5.4.2011,Finland
Lucas,Englund,13.10.2008,Sweden
John,Muse,2.11.2011,United States
Denny,Rowney,9.5.2012,Canada
Hunter,Gravel,19.1.2014,Canada
Joseph,Stajcer,24.12.2008,Canada
Leighton,Barton,2.2.2013,Canada
William,Fredriksson,3.3.2013,Sweden
Sven,Fernandes,19.7.2011,Switzerland
Justin,Kamerrer,23.11.2009,Canada
Greg,Stranges,22.4.2013,United States
Adam,Nasreddine,18.10.2009,Canada
Zachary,Charbonnier,22.7.2012,Canada
Jacob,Stortini,13.9.2010,Canada
Igors,Skabardis,15.12.2013,Latvia
Christian,Heath,6.9.2014,United States
Adam,Weber,26.1.2014,Canada
Justin,Pleau,20.12.2012,United States
Alexandr,Sachivko,1.9.2011,Belarus
Walter,Egli,21.5.2014,Switzerland
Niklas,Kainz,20.5.2013,Austria
Stanislav,Gorshkov,6.9.2009,Russia
John,Foley,16.4.2013,United States
Joe,Olsson,13.6.2012,United States
Samuli,Hyvärinen,30.5.2010,Finland
Alessio,Gherardi,30.7.2009,Italy
Brian,Fiore,27.6.2010,Canada
Mac,Evingson,22.3.2013,United States
Evan,Acciari,17.6.2009,United States
Jacob,Groulx,6.11.2011,Canada
Petr,Kostal,16.6.2009,Czechia
Kevin,Matteau,20.5.2012,Canada
Christopher,Sparkes,20.11.2013,Canada
Anthony,Joyce,29.11.2010,United States
Alex,Bergeron,21.12.2010,Canada
Patrick,Klaus,2.12.2012,Germany
Tomas,Stahre,6.5.2011,Sweden
Nicolas,Ross,14.6.2010,Canada
Erling,Rønningen,13.10.2012,Norway
Martin,Prochazka,11.11.2010,Czechia
Yury,Semyonov,11.12.2009,Russia
Mike,Lansink,8.10.2012,Canada
Neil,Wellsby,28.11.2009,Canada
Dustin,Locke,9.12.2013,Canada
Tyger,Kwiecinski,16.3.2009,United States
Juuso,Rynnäs,15.9.2014,Finland
David,Zhilov,23.3.2010,Russia
Patrick,Joshua,13.12.2011,United States
Vasily,Nurgaliyev,25.7.2010,Russia
Jack,Cormier,7.5.2013,Canada
Lukas,Marklund,9.4.2013,Sweden
Patrick,Bär,23.1.2010,Germany
Peter,Cizikas,13.11.2008,Canada
Griffin,Berlin,3.5.2013,Canada
Brett,Tangradi,6.12.2009,United States
Guillaume,Stevenson,27.9.2012,Canada
Mathieu,Bowler,23.12.2010,Canada
Paul,Nichol,14.6.2012,Canada
David,Gingras,14.11.2008,Canada
Hans,Quercia,3.2.2014,United States
Zach,Oskroba,6.6.2011,United States
Anton,Khapov,5.7.2010,Russia
Jakob,Svanberg,3.1.2014,Sweden
Ondrej,Nestrasil,1.10.2009,Czechia
Josef,Bukac,14.10.2012,Czechia
Marko,Dornic,19.1.2010,Slovakia
Ian,Wakeford,18.11.2012,Canada
Niklas,Svensson,22.11.2008,Sweden
Jacob,Kelley,28.3.2013,United States
Olli,Mäkelä,20.7.2013,Finland
Philippe,Rossi,31.3.2011,Canada
Miro,Kärkkäinen,7.2.2013,Finland
Richard,Sundström,24.7.2012,Sweden
Mike,Clurman,3.11.2008,United States
Ilya,Koshelev,5.3.2013,Russia
Samuel,Postma,31.10.2013,Canada
Stevie,Cheezo,16.1.2011,Canada
Marc,Jørgensen,13.10.2012,Denmark
Niklas,Widmark,11.3.2009,Sweden
Josh,Berube,24.2.2012,Canada
Jack,Gottlieb,7.7.2014,United States
Kris,MacAfee,5.2.2013,United States
Vincent,Silas,3.3.2009,Canada
Brendan,Yoder,1.2.2010,United States
Mitchell,Zerter-Gossage,27.2.2010,Canada
Hubert,Robin,26.1.2013,Canada
Carter,Gazzola,7.2.2010,Canada
Chris,Volpe,14.3.2014,Canada
Dave,Goloubef,8.11.2008,Canada
Ryan,Trenholm,13.1.2012,Canada
Vlastimil,Vesely,28.4.2010,Czechia
Benjamin,Mäenpää,18.6.2013,Finland
Jere,Järvinen,22.11.2011,Finland
Christopher,Di Carlo,21.5.2011,Canada
Matteo,Senn,10.12.2008,Canada
Juha,Ojanperä,24.12.2011,Finland
Christian,Berri,4.3.2012,Switzerland
Tim,Riley,7.4.2013,United States
Max,Engström,31.3.2009,Sweden
Logan,Girard,27.4.2013,Canada
Christian,Desjardins,2.4.2010,Canada
Neil,Theisen,7.9.2010,United States
Guillaume,Melnyk,24.12.2010,Canada
Yaroslav,Rasulov,29.6.2012,Russia
Logan,McNeill,1.7.2009,Canada
John,Loggins,16.7.2014,United States
Jay,Haar,30.6.2009,United States
Carson,Lipe,11.4.2013,United States
Anton,Korotkov,1.4.2014,Russia
Marc-André,Coulombe,20.2.2013,Canada
Matej,Farkas,27.2.2012,Slovakia
Patrik,Ersson,16.12.2013,Sweden
Peter,Savard,21.10.2010,Canada
Alen,Lebar,27.1.2014,Slovenia
Marcus,Pfaffengut,16.12.2011,Germany
Cédric,Bourabia,16.3.2010,Canada
Carson,Deakin-Poot,22.12.2010,Canada
Juha,Hinkula,12.9.2014,Finland
Valentin,Roussel,27.12.2013,France
Eoin,Gray,4.5.2010,Canada
Axel,Hellberg,1.3.2014,Sweden
